NO,시군구,계약년월,거래금액(만원),기간,금값(1g)
9620,서울특별시 송파구 문정동,202101,61200,,
9621,서울특별시 송파구 풍납동,202101,162000,,
9622,서울특별시 송파구 오금동,202101,125000,,
9623,서울특별시 송파구 오금동,202101,155000,,
9624,서울특별시 송파구 가락동,202101,150000,,
9625,서울특별시 송파구 석촌동,202101,23150,,
9626,서울특별시 송파구 장지동,202102,134000,,
9627,서울특별시 송파구 문정동,202102,85000,,
9628,서울특별시 송파구 마천동,202102,110000,,
9629,서울특별시 송파구 가락동,202102,115000,,
9630,서울특별시 송파구 거여동,202102,65500,,
9631,서울특별시 송파구 가락동,202102,210000,,
9632,서울특별시 송파구 가락동,202102,132000,,
9633,서울특별시 송파구 문정동,202102,60000,,
9634,서울특별시 송파구 방이동,202102,260000,,
9635,서울특별시 송파구 잠실동,202102,191000,,
9636,서울특별시 송파구 풍납동,202102,59000,,
9637,서울특별시 송파구 문정동,202102,53000,,
9638,서울특별시 송파구 풍납동,202102,132000,,
9639,서울특별시 송파구 마천동,202102,93000,,
9640,서울특별시 송파구 삼전동,202102,60000,,
9641,서울특별시 송파구 송파동,202102,124500,,
9642,서울특별시 송파구 마천동,202102,75500,,
9643,서울특별시 송파구 가락동,202102,258000,,
9644,서울특별시 송파구 방이동,202102,200000,,
9645,서울특별시 송파구 장지동,202102,136000,,
9646,서울특별시 송파구 오금동,202102,55700,,
9647,서울특별시 송파구 마천동,202102,112000,,
9648,서울특별시 송파구 잠실동,202102,260000,,
9649,서울특별시 송파구 가락동,202102,168000,,
9650,서울특별시 송파구 가락동,202102,212000,,
9651,서울특별시 송파구 오금동,202102,63500,,
9652,서울특별시 송파구 가락동,202102,175000,,
9653,서울특별시 송파구 가락동,202102,208000,,
9654,서울특별시 송파구 잠실동,202102,173000,,
9655,서울특별시 송파구 거여동,202102,135000,,
9656,서울특별시 송파구 가락동,202102,210500,,
9657,서울특별시 송파구 문정동,202102,37500,,
9658,서울특별시 송파구 잠실동,202102,241000,,
9659,서울특별시 송파구 풍납동,202102,70000,,
9660,서울특별시 송파구 방이동,202102,118500,,
9661,서울특별시 송파구 방이동,202102,152000,,
9662,서울특별시 송파구 가락동,202102,215000,,
9663,서울특별시 송파구 신천동,202102,215000,,
9664,서울특별시 송파구 풍납동,202102,65000,,
9665,서울특별시 송파구 거여동,202102,101600,,
9666,서울특별시 송파구 장지동,202102,149000,,
9667,서울특별시 송파구 장지동,202102,115000,,
9668,서울특별시 송파구 마천동,202102,86000,,
9669,서울특별시 송파구 장지동,202102,125000,,
9670,서울특별시 송파구 장지동,202102,146500,,
9671,서울특별시 송파구 신천동,202102,240000,,
9672,서울특별시 송파구 방이동,202102,206000,,
9673,서울특별시 송파구 잠실동,202102,243100,,
9674,서울특별시 송파구 문정동,202102,80000,,
9675,서울특별시 송파구 문정동,202102,200000,,
9676,서울특별시 송파구 문정동,202102,51800,,
9677,서울특별시 송파구 신천동,202102,219000,,
9678,서울특별시 송파구 오금동,202102,146000,,
9679,서울특별시 송파구 잠실동,202102,260000,,
9680,서울특별시 송파구 방이동,202102,74600,,
9681,서울특별시 송파구 장지동,202102,126000,,
9682,서울특별시 송파구 잠실동,202102,219000,,
9683,서울특별시 송파구 장지동,202102,190000,,
9684,서울특별시 송파구 석촌동,202102,155000,,
9685,서울특별시 송파구 가락동,202102,150000,,
9686,서울특별시 송파구 문정동,202102,100000,,
9687,서울특별시 송파구 가락동,202102,158000,,
9688,서울특별시 송파구 방이동,202102,200000,,
9689,서울특별시 송파구 문정동,202102,83000,,
9690,서울특별시 송파구 가락동,202102,114000,,
9691,서울특별시 송파구 오금동,202102,60000,,
9692,서울특별시 송파구 오금동,202102,128000,,
9693,서울특별시 송파구 오금동,202102,128000,,
9694,서울특별시 송파구 신천동,202102,245000,,
9695,서울특별시 송파구 가락동,202102,18500,,
9696,서울특별시 송파구 잠실동,202102,219800,,
9697,서울특별시 송파구 가락동,202102,110000,,
9698,서울특별시 송파구 문정동,202102,220000,,
9699,서울특별시 송파구 가락동,202102,169000,,
9700,서울특별시 송파구 잠실동,202102,210000,,
9701,서울특별시 송파구 잠실동,202102,290000,,
9702,서울특별시 송파구 신천동,202102,97800,,
9703,서울특별시 송파구 송파동,202102,17700,,
9704,서울특별시 송파구 풍납동,202102,116000,,
9705,서울특별시 송파구 잠실동,202102,208000,,
9706,서울특별시 송파구 가락동,202102,181000,,
9707,서울특별시 송파구 문정동,202102,147000,,
9708,서울특별시 송파구 장지동,202102,134000,,
9709,서울특별시 송파구 오금동,202102,59500,,
9710,서울특별시 송파구 가락동,202102,121000,,
9711,서울특별시 송파구 신천동,202102,231000,,
9712,서울특별시 송파구 신천동,202102,213000,,
9713,서울특별시 송파구 잠실동,202102,78000,,
9714,서울특별시 송파구 오금동,202102,170000,,
9715,서울특별시 송파구 장지동,202102,190000,,
9716,서울특별시 송파구 잠실동,202102,264000,,
9717,서울특별시 송파구 잠실동,202102,228100,,
9718,서울특별시 송파구 장지동,202102,131700,,
9719,서울특별시 송파구 신천동,202102,169000,,
9720,서울특별시 송파구 송파동,202102,81300,,
9721,서울특별시 송파구 거여동,202102,83700,,
9722,서울특별시 송파구 잠실동,202102,268100,,
9723,서울특별시 송파구 가락동,202102,203000,,
9724,서울특별시 송파구 가락동,202102,29000,,
9725,서울특별시 송파구 가락동,202102,217000,,
9726,서울특별시 송파구 잠실동,202102,108000,,
9727,서울특별시 송파구 마천동,202102,74000,,
9728,서울특별시 송파구 장지동,202102,135000,,
9729,서울특별시 송파구 신천동,202102,263000,,
9730,서울특별시 송파구 장지동,202102,184000,,
9731,서울특별시 송파구 가락동,202102,170000,,
9732,서울특별시 송파구 신천동,202102,224500,,
9733,서울특별시 송파구 송파동,202102,115000,,
9734,서울특별시 송파구 잠실동,202102,243300,,
9735,서울특별시 송파구 풍납동,202102,190000,,
9736,서울특별시 송파구 송파동,202102,102000,,
9737,서울특별시 송파구 풍납동,202102,72000,,
9738,서울특별시 송파구 풍납동,202102,89000,,
9739,서울특별시 송파구 풍납동,202102,115000,,
9740,서울특별시 송파구 문정동,202102,20500,,
9741,서울특별시 송파구 장지동,202102,199000,,
9742,서울특별시 송파구 거여동,202102,98000,,
9743,서울특별시 송파구 오금동,202102,132000,,
9744,서울특별시 송파구 문정동,202102,52000,,
9745,서울특별시 송파구 송파동,202102,155000,,
9746,서울특별시 송파구 풍납동,202102,102000,,
9747,서울특별시 송파구 문정동,202102,142500,,
9748,서울특별시 송파구 장지동,202102,184000,,
9749,서울특별시 송파구 풍납동,202102,97800,,
9750,서울특별시 송파구 장지동,202102,140000,,
9751,서울특별시 송파구 신천동,202102,328000,,
9752,서울특별시 송파구 풍납동,202102,72000,,
9753,서울특별시 송파구 가락동,202102,252500,,
9754,서울특별시 송파구 오금동,202102,92000,,
9755,서울특별시 송파구 방이동,202102,165000,,
9756,서울특별시 송파구 가락동,202102,110000,,
9757,서울특별시 송파구 방이동,202102,88000,,
9758,서울특별시 송파구 가락동,202102,78000,,
9759,서울특별시 송파구 잠실동,202102,122000,,
9760,서울특별시 송파구 가락동,202102,50000,,
9761,서울특별시 송파구 마천동,202102,64500,,
9762,서울특별시 송파구 풍납동,202102,127000,,
9763,서울특별시 송파구 신천동,202102,189000,,
9764,서울특별시 송파구 신천동,202102,220000,,
9765,서울특별시 송파구 가락동,202102,150000,,
9766,서울특별시 송파구 신천동,202102,120000,,
9767,서울특별시 송파구 거여동,202102,95000,,
9768,서울특별시 송파구 석촌동,202102,27500,,
9769,서울특별시 송파구 거여동,202102,86000,,
9770,서울특별시 송파구 가락동,202102,118000,,
9771,서울특별시 송파구 문정동,202102,157500,,
9772,서울특별시 송파구 장지동,202102,128000,,
9773,서울특별시 송파구 장지동,202102,130000,,
9774,서울특별시 송파구 거여동,202102,87500,,
9775,서울특별시 송파구 가락동,202102,124000,,
9776,서울특별시 송파구 방이동,202102,203000,,
9777,서울특별시 송파구 잠실동,202102,210000,,
9778,서울특별시 송파구 잠실동,202102,253000,,
9779,서울특별시 송파구 마천동,202102,72000,,
9780,서울특별시 송파구 가락동,202102,127000,,
9781,서울특별시 송파구 잠실동,202102,205000,,
9782,서울특별시 송파구 석촌동,202102,22500,,
9783,서울특별시 송파구 송파동,202102,148700,,
9784,서울특별시 송파구 신천동,202102,222000,,
9785,서울특별시 송파구 가락동,202102,217000,,
9786,서울특별시 송파구 장지동,202102,146000,,
9787,서울특별시 송파구 신천동,202102,260000,,
9788,서울특별시 송파구 송파동,202102,150000,,
9789,서울특별시 송파구 방이동,202102,74500,,
9790,서울특별시 송파구 잠실동,202102,320000,,
9791,서울특별시 송파구 가락동,202102,209000,,
9792,서울특별시 송파구 가락동,202102,212000,,
9793,서울특별시 송파구 풍납동,202102,55000,,
9794,서울특별시 송파구 풍납동,202102,105000,,
9795,서울특별시 송파구 신천동,202102,245000,,
9796,서울특별시 송파구 오금동,202102,147000,,
9797,서울특별시 송파구 가락동,202102,218000,,
9798,서울특별시 송파구 오금동,202102,58400,,
9799,서울특별시 송파구 신천동,202102,205000,,
9800,서울특별시 송파구 가락동,202102,84700,,
9801,서울특별시 송파구 신천동,202102,229300,,
9802,서울특별시 송파구 송파동,202102,176500,,
9803,서울특별시 송파구 방이동,202102,290000,,
9804,서울특별시 송파구 문정동,202102,60000,,
9805,서울특별시 송파구 가락동,202102,144000,,
9806,서울특별시 송파구 장지동,202102,118500,,
9807,서울특별시 송파구 잠실동,202102,227100,,
9808,서울특별시 송파구 장지동,202102,118500,,
9809,서울특별시 송파구 신천동,202102,203000,,
9810,서울특별시 송파구 풍납동,202102,150000,,
9811,서울특별시 송파구 석촌동,202102,28000,,
9812,서울특별시 송파구 석촌동,202102,23000,,
9813,서울특별시 송파구 삼전동,202102,71800,,
9814,서울특별시 송파구 가락동,202102,175000,,
9815,서울특별시 송파구 가락동,202102,199000,,
9816,서울특별시 송파구 가락동,202102,210000,,
9817,서울특별시 송파구 가락동,202102,47000,,
9818,서울특별시 송파구 풍납동,202102,69000,,
9819,서울특별시 송파구 잠실동,202102,95000,,
9820,서울특별시 송파구 잠실동,202102,95000,,
9821,서울특별시 송파구 문정동,202102,162000,,
9822,서울특별시 송파구 신천동,202102,238000,,
9823,서울특별시 송파구 신천동,202102,219000,,
9824,서울특별시 송파구 가락동,202102,29800,,
9825,서울특별시 송파구 잠실동,202102,95000,,
9826,서울특별시 송파구 가락동,202102,21800,,
9827,서울특별시 송파구 가락동,202102,18400,,
9828,서울특별시 송파구 가락동,202102,112000,,
9829,서울특별시 송파구 문정동,202102,197000,,
9830,서울특별시 송파구 거여동,202103,65000,,
9831,서울특별시 송파구 잠실동,202103,95000,,
9832,서울특별시 송파구 거여동,202103,67500,,
9833,서울특별시 송파구 가락동,202103,18500,,
9834,서울특별시 송파구 가락동,202103,97500,,
9835,서울특별시 송파구 신천동,202103,203800,,
9836,서울특별시 송파구 문정동,202103,261500,,
9837,서울특별시 송파구 신천동,202103,199000,,
9838,서울특별시 송파구 거여동,202103,93000,,
9839,서울특별시 송파구 거여동,202103,95000,,
9840,서울특별시 송파구 문정동,202103,250000,,
9841,서울특별시 송파구 가락동,202103,106000,,
9842,서울특별시 송파구 거여동,202103,64400,,
9843,서울특별시 송파구 잠실동,202103,248000,,
9844,서울특별시 송파구 잠실동,202103,135000,,
9845,서울특별시 송파구 가락동,202103,129000,,
9846,서울특별시 송파구 거여동,202103,93000,,
9847,서울특별시 송파구 장지동,202103,108000,,
9848,서울특별시 송파구 오금동,202103,105700,,
9849,서울특별시 송파구 가락동,202103,190000,,
9850,서울특별시 송파구 가락동,202103,132000,,
9851,서울특별시 송파구 거여동,202103,93000,,
9852,서울특별시 송파구 거여동,202103,67000,,
9853,서울특별시 송파구 삼전동,202103,107500,,
9854,서울특별시 송파구 가락동,202103,120000,,
9855,서울특별시 송파구 문정동,202103,285000,,
9856,서울특별시 송파구 오금동,202103,199000,,
9857,서울특별시 송파구 방이동,202103,26800,,
9858,서울특별시 송파구 오금동,202103,101000,,
9859,서울특별시 송파구 방이동,202103,305000,,
9860,서울특별시 송파구 잠실동,202103,230000,,
9861,서울특별시 송파구 삼전동,202103,78500,,
9862,서울특별시 송파구 방이동,202103,50000,,
9863,서울특별시 송파구 잠실동,202103,95000,,
9864,서울특별시 송파구 잠실동,202103,225000,,
9865,서울특별시 송파구 오금동,202103,72000,,
9866,서울특별시 송파구 방이동,202103,189000,,
9867,서울특별시 송파구 오금동,202103,220000,,
9868,서울특별시 송파구 거여동,202103,94000,,
9869,서울특별시 송파구 잠실동,202103,228000,,
9870,서울특별시 송파구 방이동,202103,200000,,
9871,서울특별시 송파구 거여동,202103,82650,,
9872,서울특별시 송파구 삼전동,202103,78000,,
9873,서울특별시 송파구 문정동,202103,173000,,
9874,서울특별시 송파구 풍납동,202103,98000,,
9875,서울특별시 송파구 가락동,202103,95000,,
9876,서울특별시 송파구 신천동,202103,211000,,
9877,서울특별시 송파구 거여동,202103,88500,,
9878,서울특별시 송파구 방이동,202103,33500,,
9879,서울특별시 송파구 문정동,202103,290000,,
9880,서울특별시 송파구 잠실동,202103,273000,,
9881,서울특별시 송파구 잠실동,202103,235000,,
9882,서울특별시 송파구 가락동,202103,48000,,
9883,서울특별시 송파구 잠실동,202103,90300,,
9884,서울특별시 송파구 문정동,202103,230000,,
9885,서울특별시 송파구 문정동,202103,215000,,
9886,서울특별시 송파구 오금동,202103,104300,,
9887,서울특별시 송파구 가락동,202103,97000,,
9888,서울특별시 송파구 잠실동,202103,239000,,
9889,서울특별시 송파구 송파동,202103,170000,,
9890,서울특별시 송파구 잠실동,202103,198000,,
9891,서울특별시 송파구 가락동,202103,214000,,
9892,서울특별시 송파구 잠실동,202103,210000,,
9893,서울특별시 송파구 잠실동,202103,105000,,
9894,서울특별시 송파구 거여동,202103,87000,,
9895,서울특별시 송파구 거여동,202103,89000,,
9896,서울특별시 송파구 방이동,202103,208000,,
9897,서울특별시 송파구 문정동,202103,54000,,
9898,서울특별시 송파구 잠실동,202103,241300,,
9899,서울특별시 송파구 가락동,202103,115000,,
9900,서울특별시 송파구 가락동,202103,144000,,
9901,서울특별시 송파구 잠실동,202103,100000,,
9902,서울특별시 송파구 잠실동,202103,250000,,
9903,서울특별시 송파구 잠실동,202103,180000,,
9904,서울특별시 송파구 오금동,202103,100000,,
9905,서울특별시 송파구 오금동,202103,85000,,
9906,서울특별시 송파구 거여동,202103,94500,,
9907,서울특별시 송파구 가락동,202103,157000,,
9908,서울특별시 송파구 가락동,202103,115000,,
9909,서울특별시 송파구 신천동,202103,222000,,
9910,서울특별시 송파구 신천동,202103,201000,,
9911,서울특별시 송파구 송파동,202103,170000,,
9912,서울특별시 송파구 잠실동,202103,268100,,
9913,서울특별시 송파구 가락동,202103,148000,,
9914,서울특별시 송파구 가락동,202103,102000,,
9915,서울특별시 송파구 거여동,202103,89500,,
9916,서울특별시 송파구 가락동,202103,209000,,
9917,서울특별시 송파구 송파동,202103,125000,,
9918,서울특별시 송파구 거여동,202103,64700,,
9919,서울특별시 송파구 잠실동,202103,245000,,
9920,서울특별시 송파구 가락동,202103,199900,,
9921,서울특별시 송파구 가락동,202103,26500,,
9922,서울특별시 송파구 오금동,202103,100000,,
9923,서울특별시 송파구 문정동,202103,180000,,
9924,서울특별시 송파구 문정동,202103,145000,,
9925,서울특별시 송파구 풍납동,202103,165000,,
9926,서울특별시 송파구 문정동,202103,157000,,
9927,서울특별시 송파구 오금동,202103,104500,,
9928,서울특별시 송파구 잠실동,202103,245000,,
9929,서울특별시 송파구 가락동,202103,110000,,
9930,서울특별시 송파구 문정동,202103,190000,,
9931,서울특별시 송파구 문정동,202103,63000,,
9932,서울특별시 송파구 문정동,202103,252000,,
9933,서울특별시 송파구 장지동,202103,145000,,
9934,서울특별시 송파구 마천동,202103,84500,,
9935,서울특별시 송파구 오금동,202103,104000,,
9936,서울특별시 송파구 잠실동,202103,30000,,
9937,서울특별시 송파구 석촌동,202103,147000,,
9938,서울특별시 송파구 거여동,202103,129000,,
9939,서울특별시 송파구 잠실동,202103,175500,,
9940,서울특별시 송파구 잠실동,202103,235000,,
9941,서울특별시 송파구 잠실동,202103,235000,,
9942,서울특별시 송파구 잠실동,202103,243300,,
9943,서울특별시 송파구 문정동,202103,52000,,
9944,서울특별시 송파구 마천동,202103,75000,,
9945,서울특별시 송파구 문정동,202103,126000,,
9946,서울특별시 송파구 송파동,202103,166000,,
9947,서울특별시 송파구 오금동,202103,175000,,
9948,서울특별시 송파구 오금동,202103,154000,,
9949,서울특별시 송파구 풍납동,202103,75000,,
9950,서울특별시 송파구 거여동,202103,95250,,
9951,서울특별시 송파구 잠실동,202103,287000,,
9952,서울특별시 송파구 잠실동,202103,218500,,
9953,서울특별시 송파구 잠실동,202103,287000,,
9954,서울특별시 송파구 문정동,202103,52000,,
9955,서울특별시 송파구 오금동,202103,104000,,
9956,서울특별시 송파구 가락동,202103,115000,,
9957,서울특별시 송파구 풍납동,202103,96000,,
9958,서울특별시 송파구 오금동,202103,57000,,
9959,서울특별시 송파구 오금동,202103,101500,,
9960,서울특별시 송파구 잠실동,202103,225000,,
9961,서울특별시 송파구 신천동,202103,163000,,
9962,서울특별시 송파구 가락동,202103,122000,,
9963,서울특별시 송파구 가락동,202103,100000,,
9964,서울특별시 송파구 신천동,202103,210000,,
9965,서울특별시 송파구 가락동,202103,199000,,
9966,서울특별시 송파구 신천동,202103,215000,,
9967,서울특별시 송파구 송파동,202103,128000,,
9968,서울특별시 송파구 거여동,202103,64750,,
9969,서울특별시 송파구 문정동,202103,184500,,
9970,서울특별시 송파구 오금동,202103,98000,,
9971,서울특별시 송파구 신천동,202103,190000,,
9972,서울특별시 송파구 풍납동,202103,123000,,
9973,서울특별시 송파구 거여동,202103,64000,,
9974,서울특별시 송파구 잠실동,202103,205000,,
9975,서울특별시 송파구 문정동,202103,81500,,
9976,서울특별시 송파구 방이동,202103,245000,,
9977,서울특별시 송파구 방이동,202103,245000,,
9978,서울특별시 송파구 잠실동,202103,105000,,
9979,서울특별시 송파구 잠실동,202103,270000,,
9980,서울특별시 송파구 거여동,202103,117500,,
9981,서울특별시 송파구 가락동,202103,202000,,
9982,서울특별시 송파구 문정동,202103,192500,,
9983,서울특별시 송파구 가락동,202103,160000,,
9984,서울특별시 송파구 잠실동,202103,425000,,
9985,서울특별시 송파구 가락동,202103,150000,,
9986,서울특별시 송파구 마천동,202103,100000,,
9987,서울특별시 송파구 잠실동,202104,242100,,
9988,서울특별시 송파구 장지동,202104,106700,,
9989,서울특별시 송파구 오금동,202104,152000,,
9990,서울특별시 송파구 가락동,202104,102500,,
9991,서울특별시 송파구 방이동,202104,217000,,
9992,서울특별시 송파구 신천동,202104,170000,,
9993,서울특별시 송파구 방이동,202104,25600,,
9994,서울특별시 송파구 가락동,202104,165000,,
9995,서울특별시 송파구 신천동,202104,170000,,
9996,서울특별시 송파구 거여동,202104,50800,,
9997,서울특별시 송파구 잠실동,202104,250000,,
9998,서울특별시 송파구 가락동,202104,127000,,
9999,서울특별시 송파구 잠실동,202104,220000,,
10000,서울특별시 송파구 방이동,202104,222700,,
10001,서울특별시 송파구 방이동,202104,205000,,
10002,서울특별시 송파구 가락동,202104,210000,,
10003,서울특별시 송파구 풍납동,202104,104000,,
10004,서울특별시 송파구 장지동,202104,106500,,
10005,서울특별시 송파구 가락동,202104,209000,,
10006,서울특별시 송파구 장지동,202104,138300,,
10007,서울특별시 송파구 방이동,202104,205000,,
10008,서울특별시 송파구 문정동,202104,225000,,
10009,서울특별시 송파구 가락동,202104,205000,,
10010,서울특별시 송파구 잠실동,202104,246300,,
10011,서울특별시 송파구 가락동,202104,205000,,
10012,서울특별시 송파구 거여동,202104,86500,,
10013,서울특별시 송파구 마천동,202104,76100,,
10014,서울특별시 송파구 마천동,202104,55800,,
10015,서울특별시 송파구 장지동,202104,139500,,
10016,서울특별시 송파구 방이동,202104,234000,,
10017,서울특별시 송파구 가락동,202104,120800,,
10018,서울특별시 송파구 방이동,202104,212000,,
10019,서울특별시 송파구 가락동,202104,203000,,
10020,서울특별시 송파구 가락동,202104,188000,,
10021,서울특별시 송파구 풍납동,202104,119700,,
10022,서울특별시 송파구 가락동,202104,258000,,
10023,서울특별시 송파구 신천동,202104,205000,,
10024,서울특별시 송파구 풍납동,202104,114000,,
10025,서울특별시 송파구 문정동,202104,84800,,
10026,서울특별시 송파구 잠실동,202104,181000,,
10027,서울특별시 송파구 오금동,202104,96000,,
10028,서울특별시 송파구 문정동,202104,84800,,
10029,서울특별시 송파구 문정동,202104,54000,,
10030,서울특별시 송파구 잠실동,202104,170000,,
10031,서울특별시 송파구 가락동,202104,69800,,
10032,서울특별시 송파구 가락동,202104,229500,,
10033,서울특별시 송파구 마천동,202104,53200,,
10034,서울특별시 송파구 가락동,202104,200000,,
10035,서울특별시 송파구 신천동,202104,206500,,
10036,서울특별시 송파구 장지동,202104,144000,,
10037,서울특별시 송파구 문정동,202104,225000,,
10038,서울특별시 송파구 거여동,202104,100000,,
10039,서울특별시 송파구 석촌동,202104,50000,,
10040,서울특별시 송파구 장지동,202104,176000,,
10041,서울특별시 송파구 풍납동,202104,125000,,
10042,서울특별시 송파구 가락동,202104,133900,,
10043,서울특별시 송파구 문정동,202104,164500,,
10044,서울특별시 송파구 신천동,202104,411000,,
10045,서울특별시 송파구 가락동,202104,17500,,
10046,서울특별시 송파구 가락동,202104,47000,,
10047,서울특별시 송파구 오금동,202104,202000,,
10048,서울특별시 송파구 가락동,202104,202500,,
10049,서울특별시 송파구 거여동,202104,80500,,
10050,서울특별시 송파구 신천동,202104,260000,,
10051,서울특별시 송파구 잠실동,202104,278100,,
10052,서울특별시 송파구 풍납동,202104,109000,,
10053,서울특별시 송파구 가락동,202104,99500,,
10054,서울특별시 송파구 거여동,202104,94000,,
10055,서울특별시 송파구 문정동,202104,83000,,
10056,서울특별시 송파구 가락동,202104,213000,,
10057,서울특별시 송파구 문정동,202104,230000,,
10058,서울특별시 송파구 신천동,202104,213000,,
10059,서울특별시 송파구 가락동,202104,50000,,
10060,서울특별시 송파구 송파동,202104,158000,,
10061,서울특별시 송파구 마천동,202104,112300,,
10062,서울특별시 송파구 오금동,202104,132000,,
10063,서울특별시 송파구 장지동,202104,133500,,
10064,서울특별시 송파구 잠실동,202104,118000,,
10065,서울특별시 송파구 가락동,202104,18300,,
10066,서울특별시 송파구 장지동,202104,145000,,
10067,서울특별시 송파구 거여동,202104,84500,,
10068,서울특별시 송파구 장지동,202104,106500,,
10069,서울특별시 송파구 잠실동,202104,31500,,
10070,서울특별시 송파구 가락동,202104,133000,,
10071,서울특별시 송파구 송파동,202104,154000,,
10072,서울특별시 송파구 가락동,202104,178000,,
10073,서울특별시 송파구 풍납동,202104,64000,,
10074,서울특별시 송파구 가락동,202104,214000,,
10075,서울특별시 송파구 신천동,202104,210000,,
10076,서울특별시 송파구 잠실동,202104,207000,,
10077,서울특별시 송파구 가락동,202104,213000,,
10078,서울특별시 송파구 장지동,202104,145000,,
10079,서울특별시 송파구 가락동,202104,175000,,
10080,서울특별시 송파구 오금동,202104,62000,,
10081,서울특별시 송파구 신천동,202104,98500,,
10082,서울특별시 송파구 오금동,202104,105000,,
10083,서울특별시 송파구 신천동,202104,188500,,
10084,서울특별시 송파구 가락동,202104,111500,,
10085,서울특별시 송파구 거여동,202104,67000,,
10086,서울특별시 송파구 문정동,202104,161800,,
10087,서울특별시 송파구 풍납동,202104,95000,,
10088,서울특별시 송파구 문정동,202104,114000,,
10089,서울특별시 송파구 풍납동,202104,90400,,
10090,서울특별시 송파구 거여동,202104,84500,,
10091,서울특별시 송파구 방이동,202104,310000,,
10092,서울특별시 송파구 풍납동,202104,112000,,
10093,서울특별시 송파구 풍납동,202104,145000,,
10094,서울특별시 송파구 잠실동,202104,226000,,
10095,서울특별시 송파구 방이동,202104,149500,,
10096,서울특별시 송파구 잠실동,202104,181000,,
10097,서울특별시 송파구 신천동,202104,170000,,
10098,서울특별시 송파구 송파동,202104,32800,,
10099,서울특별시 송파구 송파동,202104,148000,,
10100,서울특별시 송파구 방이동,202104,202000,,
10101,서울특별시 송파구 가락동,202104,204000,,
10102,서울특별시 송파구 방이동,202104,64000,,
10103,서울특별시 송파구 신천동,202104,200000,,
10104,서울특별시 송파구 신천동,202104,230000,,
10105,서울특별시 송파구 가락동,202104,98000,,
10106,서울특별시 송파구 신천동,202104,225000,,
10107,서울특별시 송파구 마천동,202104,107000,,
10108,서울특별시 송파구 잠실동,202104,230000,,
10109,서울특별시 송파구 풍납동,202104,180000,,
10110,서울특별시 송파구 문정동,202104,84500,,
10111,서울특별시 송파구 오금동,202104,177000,,
10112,서울특별시 송파구 신천동,202104,104500,,
10113,서울특별시 송파구 가락동,202104,145000,,
10114,서울특별시 송파구 신천동,202104,200000,,
10115,서울특별시 송파구 오금동,202104,115000,,
10116,서울특별시 송파구 가락동,202104,168000,,
10117,서울특별시 송파구 풍납동,202104,105000,,
10118,서울특별시 송파구 오금동,202104,94300,,
10119,서울특별시 송파구 잠실동,202104,295000,,
10120,서울특별시 송파구 가락동,202104,96500,,
10121,서울특별시 송파구 가락동,202104,196000,,
10122,서울특별시 송파구 가락동,202104,170000,,
10123,서울특별시 송파구 거여동,202104,65000,,
10124,서울특별시 송파구 잠실동,202104,92500,,
10125,서울특별시 송파구 잠실동,202104,280000,,
10126,서울특별시 송파구 거여동,202104,118000,,
10127,서울특별시 송파구 풍납동,202104,72500,,
10128,서울특별시 송파구 문정동,202104,69500,,
10129,서울특별시 송파구 방이동,202104,152000,,
10130,서울특별시 송파구 오금동,202104,79500,,
10131,서울특별시 송파구 신천동,202104,210000,,
10132,서울특별시 송파구 잠실동,202104,182000,,
10133,서울특별시 송파구 송파동,202104,180000,,
10134,서울특별시 송파구 오금동,202104,174500,,
10135,서울특별시 송파구 잠실동,202104,207000,,
10136,서울특별시 송파구 잠실동,202104,305000,,
10137,서울특별시 송파구 잠실동,202104,247350,,
10138,서울특별시 송파구 문정동,202104,80000,,
10139,서울특별시 송파구 오금동,202104,107500,,
10140,서울특별시 송파구 오금동,202104,100500,,
10141,서울특별시 송파구 방이동,202104,30000,,
10142,서울특별시 송파구 방이동,202104,28500,,
10143,서울특별시 송파구 가락동,202104,98850,,
10144,서울특별시 송파구 신천동,202104,212000,,
10145,서울특별시 송파구 오금동,202104,128000,,
10146,서울특별시 송파구 오금동,202104,155000,,
10147,서울특별시 송파구 오금동,202104,155000,,
10148,서울특별시 송파구 송파동,202104,191500,,
10149,서울특별시 송파구 방이동,202104,197000,,
10150,서울특별시 송파구 가락동,202104,203000,,
10151,서울특별시 송파구 석촌동,202104,26200,,
10152,서울특별시 송파구 방이동,202104,56500,,
10153,서울특별시 송파구 가락동,202104,210000,,
10154,서울특별시 송파구 오금동,202104,83500,,
10155,서울특별시 송파구 문정동,202104,200000,,
10156,서울특별시 송파구 가락동,202104,159500,,
10157,서울특별시 송파구 방이동,202104,148000,,
10158,서울특별시 송파구 신천동,202104,200000,,
10159,서울특별시 송파구 신천동,202104,220000,,
10160,서울특별시 송파구 거여동,202104,146000,,
10161,서울특별시 송파구 잠실동,202104,150000,,
10162,서울특별시 송파구 잠실동,202104,356000,,
10163,서울특별시 송파구 가락동,202104,169000,,
10164,서울특별시 송파구 가락동,202104,170000,,
10165,서울특별시 송파구 잠실동,202104,268100,,
10166,서울특별시 송파구 오금동,202104,109500,,
10167,서울특별시 송파구 문정동,202104,228000,,
10168,서울특별시 송파구 방이동,202104,203000,,
10169,서울특별시 송파구 송파동,202104,180000,,
10170,서울특별시 송파구 문정동,202104,89000,,
10171,서울특별시 송파구 방이동,202104,295000,,
10172,서울특별시 송파구 가락동,202104,100000,,
