NO,시군구,계약년월,거래금액(만원),기간,금값(1g)
2508,서울특별시 송파구 문정동,201910,152500,,
2509,서울특별시 송파구 풍납동,201910,86500,,
2510,서울특별시 송파구 거여동,201910,72000,,
2511,서울특별시 송파구 잠실동,201910,198200,,
2512,서울특별시 송파구 문정동,201910,120000,,
2513,서울특별시 송파구 가락동,201910,83000,,
2514,서울특별시 송파구 장지동,201910,105000,,
2515,서울특별시 송파구 송파동,201910,120000,,
2516,서울특별시 송파구 문정동,201910,55000,,
2517,서울특별시 송파구 문정동,201910,145000,,
2518,서울특별시 송파구 잠실동,201910,240000,,
2519,서울특별시 송파구 풍납동,201910,82000,,
2520,서울특별시 송파구 풍납동,201910,82000,,
2521,서울특별시 송파구 삼전동,201910,37000,,
2522,서울특별시 송파구 방이동,201910,163000,,
2523,서울특별시 송파구 방이동,201910,160000,,
2524,서울특별시 송파구 문정동,201910,120000,,
2525,서울특별시 송파구 문정동,201910,114000,,
2526,서울특별시 송파구 방이동,201910,215000,,
2527,서울특별시 송파구 잠실동,201910,244500,,
2528,서울특별시 송파구 가락동,201910,103000,,
2529,서울특별시 송파구 석촌동,201910,25000,,
2530,서울특별시 송파구 문정동,201910,155000,,
2531,서울특별시 송파구 장지동,201910,89800,,
2532,서울특별시 송파구 잠실동,201910,207000,,
2533,서울특별시 송파구 잠실동,201910,160000,,
2534,서울특별시 송파구 잠실동,201910,210000,,
2535,서울특별시 송파구 장지동,201910,90000,,
2536,서울특별시 송파구 잠실동,201910,199500,,
2537,서울특별시 송파구 풍납동,201910,54000,,
2538,서울특별시 송파구 잠실동,201910,250000,,
2539,서울특별시 송파구 송파동,201910,112000,,
2540,서울특별시 송파구 송파동,201910,138000,,
2541,서울특별시 송파구 잠실동,201910,185000,,
2542,서울특별시 송파구 잠실동,201910,190000,,
2543,서울특별시 송파구 잠실동,201910,198560,,
2544,서울특별시 송파구 마천동,201910,69500,,
2545,서울특별시 송파구 가락동,201910,102000,,
2546,서울특별시 송파구 장지동,201910,91500,,
2547,서울특별시 송파구 송파동,201910,116800,,
2548,서울특별시 송파구 장지동,201910,94000,,
2549,서울특별시 송파구 신천동,201910,167000,,
2550,서울특별시 송파구 문정동,201910,116000,,
2551,서울특별시 송파구 송파동,201910,152000,,
2552,서울특별시 송파구 방이동,201910,73500,,
2553,서울특별시 송파구 신천동,201910,162000,,
2554,서울특별시 송파구 가락동,201910,110000,,
2555,서울특별시 송파구 풍납동,201910,113000,,
2556,서울특별시 송파구 잠실동,201910,240000,,
2557,서울특별시 송파구 잠실동,201910,210000,,
2558,서울특별시 송파구 잠실동,201910,83000,,
2559,서울특별시 송파구 신천동,201910,225000,,
2560,서울특별시 송파구 문정동,201910,70000,,
2561,서울특별시 송파구 거여동,201910,98000,,
2562,서울특별시 송파구 장지동,201910,79500,,
2563,서울특별시 송파구 신천동,201910,198000,,
2564,서울특별시 송파구 잠실동,201910,195000,,
2565,서울특별시 송파구 문정동,201910,96500,,
2566,서울특별시 송파구 거여동,201910,69500,,
2567,서울특별시 송파구 방이동,201910,95500,,
2568,서울특별시 송파구 방이동,201910,173500,,
2569,서울특별시 송파구 오금동,201910,62000,,
2570,서울특별시 송파구 가락동,201910,104000,,
2571,서울특별시 송파구 방이동,201910,28000,,
2572,서울특별시 송파구 문정동,201910,149000,,
2573,서울특별시 송파구 신천동,201910,192000,,
2574,서울특별시 송파구 문정동,201910,132000,,
2575,서울특별시 송파구 장지동,201910,140000,,
2576,서울특별시 송파구 송파동,201910,90000,,
2577,서울특별시 송파구 신천동,201910,162300,,
2578,서울특별시 송파구 풍납동,201910,66700,,
2579,서울특별시 송파구 거여동,201910,62000,,
2580,서울특별시 송파구 문정동,201910,160000,,
2581,서울특별시 송파구 문정동,201910,134000,,
2582,서울특별시 송파구 거여동,201910,40000,,
2583,서울특별시 송파구 방이동,201910,201000,,
2584,서울특별시 송파구 가락동,201910,60000,,
2585,서울특별시 송파구 풍납동,201910,79500,,
2586,서울특별시 송파구 가락동,201910,78500,,
2587,서울특별시 송파구 문정동,201910,63000,,
2588,서울특별시 송파구 잠실동,201910,154000,,
2589,서울특별시 송파구 문정동,201910,154500,,
2590,서울특별시 송파구 문정동,201910,115000,,
2591,서울특별시 송파구 거여동,201910,74700,,
2592,서울특별시 송파구 마천동,201910,60000,,
2593,서울특별시 송파구 잠실동,201910,182000,,
2594,서울특별시 송파구 문정동,201910,166000,,
2595,서울특별시 송파구 신천동,201910,157500,,
2596,서울특별시 송파구 장지동,201910,101500,,
2597,서울특별시 송파구 오금동,201910,110000,,
2598,서울특별시 송파구 송파동,201910,83000,,
2599,서울특별시 송파구 장지동,201910,77000,,
2600,서울특별시 송파구 문정동,201910,78000,,
2601,서울특별시 송파구 가락동,201910,74500,,
2602,서울특별시 송파구 오금동,201910,146000,,
2603,서울특별시 송파구 가락동,201910,76000,,
2604,서울특별시 송파구 문정동,201910,114000,,
2605,서울특별시 송파구 문정동,201910,51500,,
2606,서울특별시 송파구 가락동,201910,128000,,
2607,서울특별시 송파구 거여동,201910,44500,,
2608,서울특별시 송파구 문정동,201910,85000,,
2609,서울특별시 송파구 잠실동,201910,160000,,
2610,서울특별시 송파구 방이동,201910,93800,,
2611,서울특별시 송파구 송파동,201910,138000,,
2612,서울특별시 송파구 잠실동,201910,180000,,
2613,서울특별시 송파구 송파동,201910,157000,,
2614,서울특별시 송파구 신천동,201910,164000,,
2615,서울특별시 송파구 문정동,201910,156000,,
2616,서울특별시 송파구 가락동,201910,84500,,
2617,서울특별시 송파구 문정동,201910,63000,,
2618,서울특별시 송파구 오금동,201910,88000,,
2619,서울특별시 송파구 잠실동,201910,198560,,
2620,서울특별시 송파구 잠실동,201910,230000,,
2621,서울특별시 송파구 오금동,201910,166500,,
2622,서울특별시 송파구 잠실동,201910,145000,,
2623,서울특별시 송파구 잠실동,201910,173500,,
2624,서울특별시 송파구 방이동,201910,64500,,
2625,서울특별시 송파구 신천동,201910,158000,,
2626,서울특별시 송파구 신천동,201910,173500,,
2627,서울특별시 송파구 오금동,201910,54000,,
2628,서울특별시 송파구 장지동,201910,142500,,
2629,서울특별시 송파구 오금동,201910,170000,,
2630,서울특별시 송파구 잠실동,201910,195000,,
2631,서울특별시 송파구 문정동,201910,126000,,
2632,서울특별시 송파구 장지동,201910,97500,,
2633,서울특별시 송파구 신천동,201910,165000,,
2634,서울특별시 송파구 송파동,201910,95000,,
2635,서울특별시 송파구 장지동,201910,90000,,
2636,서울특별시 송파구 신천동,201910,156000,,
2637,서울특별시 송파구 풍납동,201910,82800,,
2638,서울특별시 송파구 송파동,201910,134200,,
2639,서울특별시 송파구 송파동,201910,154500,,
2640,서울특별시 송파구 방이동,201910,89000,,
2641,서울특별시 송파구 신천동,201910,157500,,
2642,서울특별시 송파구 가락동,201910,100000,,
2643,서울특별시 송파구 풍납동,201910,64000,,
2644,서울특별시 송파구 신천동,201910,155000,,
2645,서울특별시 송파구 가락동,201910,50000,,
2646,서울특별시 송파구 문정동,201910,73000,,
2647,서울특별시 송파구 송파동,201910,67000,,
2648,서울특별시 송파구 가락동,201910,90000,,
2649,서울특별시 송파구 가락동,201910,100000,,
2650,서울특별시 송파구 잠실동,201910,149000,,
2651,서울특별시 송파구 가락동,201910,107000,,
2652,서울특별시 송파구 방이동,201910,55400,,
2653,서울특별시 송파구 가락동,201910,103000,,
2654,서울특별시 송파구 잠실동,201910,118500,,
2655,서울특별시 송파구 문정동,201910,141500,,
2656,서울특별시 송파구 신천동,201910,143000,,
2657,서울특별시 송파구 잠실동,201910,201000,,
2658,서울특별시 송파구 신천동,201910,157000,,
2659,서울특별시 송파구 잠실동,201910,234000,,
2660,서울특별시 송파구 장지동,201910,77800,,
2661,서울특별시 송파구 문정동,201910,133200,,
2662,서울특별시 송파구 거여동,201910,64500,,
2663,서울특별시 송파구 잠실동,201910,210000,,
2664,서울특별시 송파구 잠실동,201910,173000,,
2665,서울특별시 송파구 장지동,201910,102700,,
2666,서울특별시 송파구 장지동,201910,84000,,
2667,서울특별시 송파구 신천동,201910,169000,,
2668,서울특별시 송파구 마천동,201910,73000,,
2669,서울특별시 송파구 잠실동,201910,189000,,
2670,서울특별시 송파구 가락동,201910,125500,,
2671,서울특별시 송파구 신천동,201910,167000,,
2672,서울특별시 송파구 잠실동,201910,248000,,
2673,서울특별시 송파구 문정동,201910,75000,,
2674,서울특별시 송파구 잠실동,201910,197000,,
2675,서울특별시 송파구 방이동,201910,207000,,
2676,서울특별시 송파구 송파동,201910,79000,,
2677,서울특별시 송파구 거여동,201910,60000,,
2678,서울특별시 송파구 풍납동,201910,60000,,
2679,서울특별시 송파구 오금동,201910,79000,,
2680,서울특별시 송파구 송파동,201910,129000,,
2681,서울특별시 송파구 거여동,201910,44500,,
2682,서울특별시 송파구 잠실동,201910,175000,,
2683,서울특별시 송파구 장지동,201910,75000,,
2684,서울특별시 송파구 장지동,201910,133000,,
2685,서울특별시 송파구 풍납동,201910,64700,,
2686,서울특별시 송파구 장지동,201910,130000,,
2687,서울특별시 송파구 신천동,201910,149000,,
2688,서울특별시 송파구 장지동,201910,133000,,
2689,서울특별시 송파구 가락동,201910,97000,,
2690,서울특별시 송파구 문정동,201910,166000,,
2691,서울특별시 송파구 장지동,201910,82000,,
2692,서울특별시 송파구 장지동,201910,85000,,
2693,서울특별시 송파구 풍납동,201910,63000,,
2694,서울특별시 송파구 방이동,201910,245000,,
2695,서울특별시 송파구 장지동,201910,90000,,
2696,서울특별시 송파구 장지동,201910,83700,,
2697,서울특별시 송파구 오금동,201910,89900,,
2698,서울특별시 송파구 장지동,201910,99000,,
2699,서울특별시 송파구 방이동,201910,240000,,
2700,서울특별시 송파구 풍납동,201910,78000,,
2701,서울특별시 송파구 문정동,201910,140000,,
2702,서울특별시 송파구 잠실동,201910,159000,,
2703,서울특별시 송파구 신천동,201910,163000,,
2704,서울특별시 송파구 풍납동,201910,87000,,
2705,서울특별시 송파구 방이동,201910,172000,,
2706,서울특별시 송파구 송파동,201910,87000,,
2707,서울특별시 송파구 방이동,201910,133000,,
2708,서울특별시 송파구 방이동,201910,39000,,
2709,서울특별시 송파구 거여동,201910,91500,,
2710,서울특별시 송파구 가락동,201910,132000,,
2711,서울특별시 송파구 마천동,201910,51500,,
2712,서울특별시 송파구 문정동,201910,45000,,
2713,서울특별시 송파구 마천동,201910,45000,,
2714,서울특별시 송파구 오금동,201910,123000,,
2715,서울특별시 송파구 문정동,201910,77000,,
2716,서울특별시 송파구 잠실동,201910,89000,,
2717,서울특별시 송파구 잠실동,201910,167000,,
2718,서울특별시 송파구 송파동,201910,108000,,
2719,서울특별시 송파구 잠실동,201910,220425,,
2720,서울특별시 송파구 장지동,201910,105000,,
2721,서울특별시 송파구 문정동,201910,93000,,
2722,서울특별시 송파구 잠실동,201910,169000,,
2723,서울특별시 송파구 풍납동,201910,89900,,
2724,서울특별시 송파구 풍납동,201910,91000,,
2725,서울특별시 송파구 풍납동,201910,87000,,
2726,서울특별시 송파구 장지동,201910,89600,,
2727,서울특별시 송파구 문정동,201910,70000,,
2728,서울특별시 송파구 신천동,201910,164000,,
2729,서울특별시 송파구 풍납동,201910,80500,,
2730,서울특별시 송파구 방이동,201910,217500,,
2731,서울특별시 송파구 잠실동,201910,200000,,
2732,서울특별시 송파구 가락동,201910,110000,,
2733,서울특별시 송파구 가락동,201910,88000,,
2734,서울특별시 송파구 문정동,201910,72500,,
2735,서울특별시 송파구 가락동,201910,100000,,
2736,서울특별시 송파구 가락동,201910,82500,,
2737,서울특별시 송파구 송파동,201910,74800,,
2738,서울특별시 송파구 문정동,201910,153000,,
2739,서울특별시 송파구 송파동,201910,92500,,
2740,서울특별시 송파구 신천동,201910,150000,,
2741,서울특별시 송파구 가락동,201910,140000,,
2742,서울특별시 송파구 잠실동,201910,145500,,
2743,서울특별시 송파구 거여동,201910,61000,,
2744,서울특별시 송파구 송파동,201910,110000,,
2745,서울특별시 송파구 거여동,201910,58000,,
2746,서울특별시 송파구 가락동,201910,85000,,
2747,서울특별시 송파구 오금동,201910,50750,,
2748,서울특별시 송파구 송파동,201910,83000,,
2749,서울특별시 송파구 잠실동,201910,211000,,
2750,서울특별시 송파구 문정동,201910,174000,,
2751,서울특별시 송파구 문정동,201910,176000,,
2752,서울특별시 송파구 송파동,201910,106500,,
2753,서울특별시 송파구 문정동,201910,115500,,
2754,서울특별시 송파구 신천동,201910,155000,,
2755,서울특별시 송파구 송파동,201910,112000,,
2756,서울특별시 송파구 거여동,201910,79750,,
2757,서울특별시 송파구 거여동,201910,78500,,
2758,서울특별시 송파구 풍납동,201910,82500,,
2759,서울특별시 송파구 장지동,201910,89900,,
2760,서울특별시 송파구 거여동,201910,58500,,
2761,서울특별시 송파구 가락동,201910,60000,,
2762,서울특별시 송파구 문정동,201910,161000,,
2763,서울특별시 송파구 가락동,201910,86500,,
2764,서울특별시 송파구 마천동,201910,70000,,
2765,서울특별시 송파구 잠실동,201910,195000,,
2766,서울특별시 송파구 가락동,201910,84300,,
2767,서울특별시 송파구 풍납동,201910,72000,,
2768,서울특별시 송파구 오금동,201910,129000,,
2769,서울특별시 송파구 잠실동,201910,250000,,
2770,서울특별시 송파구 오금동,201910,129000,,
2771,서울특별시 송파구 잠실동,201910,153000,,
2772,서울특별시 송파구 신천동,201910,145000,,
2773,서울특별시 송파구 문정동,201910,171000,,
2774,서울특별시 송파구 문정동,201910,110000,,
2775,서울특별시 송파구 장지동,201910,75000,,
2776,서울특별시 송파구 가락동,201910,74000,,
2777,서울특별시 송파구 가락동,201910,78000,,
2778,서울특별시 송파구 거여동,201910,44000,,
2779,서울특별시 송파구 문정동,201910,59000,,
2780,서울특별시 송파구 문정동,201910,174000,,
2781,서울특별시 송파구 방이동,201910,155000,,
2782,서울특별시 송파구 문정동,201910,172000,,
2783,서울특별시 송파구 가락동,201910,100500,,
2784,서울특별시 송파구 신천동,201910,173500,,
2785,서울특별시 송파구 석촌동,201910,97000,,
2786,서울특별시 송파구 잠실동,201910,208425,,
2787,서울특별시 송파구 송파동,201910,134000,,
2788,서울특별시 송파구 문정동,201910,93900,,
2789,서울특별시 송파구 문정동,201910,101700,,
2790,서울특별시 송파구 잠실동,201910,190000,,
2791,서울특별시 송파구 문정동,201910,132500,,
2792,서울특별시 송파구 방이동,201910,28500,,
2793,서울특별시 송파구 문정동,201910,165000,,
2794,서울특별시 송파구 문정동,201910,132500,,
2795,서울특별시 송파구 거여동,201910,85000,,
2796,서울특별시 송파구 풍납동,201910,71000,,
2797,서울특별시 송파구 거여동,201910,44000,,
2798,서울특별시 송파구 잠실동,201910,158500,,
2799,서울특별시 송파구 장지동,201910,138500,,
2800,서울특별시 송파구 거여동,201910,82500,,
2801,서울특별시 송파구 오금동,201910,74500,,
2802,서울특별시 송파구 문정동,201910,163000,,
2803,서울특별시 송파구 송파동,201910,150000,,
2804,서울특별시 송파구 장지동,201910,90000,,
2805,서울특별시 송파구 잠실동,201910,194560,,
2806,서울특별시 송파구 신천동,201910,155000,,
2807,서울특별시 송파구 잠실동,201910,308000,,
2808,서울특별시 송파구 신천동,201910,159000,,
2809,서울특별시 송파구 잠실동,201910,224500,,
2810,서울특별시 송파구 석촌동,201910,102000,,
2811,서울특별시 송파구 거여동,201910,48800,,
2812,서울특별시 송파구 잠실동,201910,154000,,
2813,서울특별시 송파구 문정동,201910,73900,,
2814,서울특별시 송파구 방이동,201910,154000,,
2815,서울특별시 송파구 장지동,201910,104000,,
2816,서울특별시 송파구 거여동,201910,39900,,
2817,서울특별시 송파구 마천동,201910,53500,,
2818,서울특별시 송파구 오금동,201910,144000,,
2819,서울특별시 송파구 신천동,201910,195000,,
2820,서울특별시 송파구 문정동,201910,62500,,
2821,서울특별시 송파구 잠실동,201910,150000,,
2822,서울특별시 송파구 석촌동,201910,40300,,
2823,서울특별시 송파구 장지동,201910,89000,,
2824,서울특별시 송파구 잠실동,201910,145500,,
2825,서울특별시 송파구 잠실동,201910,167000,,
2826,서울특별시 송파구 문정동,201910,46700,,
2827,서울특별시 송파구 신천동,201910,227500,,
2828,서울특별시 송파구 잠실동,201910,185000,,
2829,서울특별시 송파구 문정동,201910,48500,,
2830,서울특별시 송파구 거여동,201910,59000,,
2831,서울특별시 송파구 가락동,201910,85300,,
2832,서울특별시 송파구 잠실동,201910,175000,,
2833,서울특별시 송파구 잠실동,201910,212425,,
2834,서울특별시 송파구 방이동,201910,24800,,
2835,서울특별시 송파구 거여동,201910,58500,,
2836,서울특별시 송파구 거여동,201910,69500,,
2837,서울특별시 송파구 잠실동,201910,170000,,
2838,서울특별시 송파구 풍납동,201910,67500,,
2839,서울특별시 송파구 풍납동,201910,65000,,
2840,서울특별시 송파구 거여동,201910,44500,,
2841,서울특별시 송파구 방이동,201910,169500,,
2842,서울특별시 송파구 잠실동,201910,160000,,
2843,서울특별시 송파구 거여동,201910,89000,,
2844,서울특별시 송파구 신천동,201910,201000,,
2845,서울특별시 송파구 잠실동,201910,195000,,
2846,서울특별시 송파구 신천동,201910,167000,,
2847,서울특별시 송파구 잠실동,201910,223500,,
2848,서울특별시 송파구 잠실동,201910,201900,,
2849,서울특별시 송파구 장지동,201910,90000,,
2850,서울특별시 송파구 풍납동,201910,71200,,
2851,서울특별시 송파구 장지동,201910,93000,,
2852,서울특별시 송파구 마천동,201910,64000,,
2853,서울특별시 송파구 거여동,201910,58000,,
2854,서울특별시 송파구 마천동,201910,56000,,
2855,서울특별시 송파구 거여동,201910,44500,,
2856,서울특별시 송파구 잠실동,201910,240000,,
2857,서울특별시 송파구 오금동,201910,60000,,
2858,서울특별시 송파구 신천동,201910,158500,,
2859,서울특별시 송파구 신천동,201910,170000,,
2860,서울특별시 송파구 가락동,201910,78000,,
2861,서울특별시 송파구 거여동,201910,84500,,
2862,서울특별시 송파구 풍납동,201910,93000,,
2863,서울특별시 송파구 장지동,201910,90000,,
2864,서울특별시 송파구 거여동,201910,45000,,
2865,서울특별시 송파구 신천동,201910,158000,,
2866,서울특별시 송파구 신천동,201910,155000,,
2867,서울특별시 송파구 신천동,201910,195000,,
2868,서울특별시 송파구 문정동,201910,85000,,
2869,서울특별시 송파구 가락동,201910,74500,,
2870,서울특별시 송파구 방이동,201910,130000,,
2871,서울특별시 송파구 풍납동,201910,78000,,
2872,서울특별시 송파구 오금동,201910,68200,,
2873,서울특별시 송파구 송파동,201910,136000,,
2874,서울특별시 송파구 가락동,201910,68000,,
2875,서울특별시 송파구 잠실동,201910,184000,,
2876,서울특별시 송파구 신천동,201910,165000,,
2877,서울특별시 송파구 풍납동,201910,82000,,
2878,서울특별시 송파구 잠실동,201910,235000,,
2879,서울특별시 송파구 장지동,201910,85000,,
2880,서울특별시 송파구 마천동,201910,52000,,
2881,서울특별시 송파구 장지동,201910,74700,,
2882,서울특별시 송파구 가락동,201910,79500,,
2883,서울특별시 송파구 장지동,201910,95000,,
2884,서울특별시 송파구 장지동,201910,140000,,
2885,서울특별시 송파구 거여동,201910,63000,,
2886,서울특별시 송파구 방이동,201910,168000,,
2887,서울특별시 송파구 거여동,201910,58700,,
2888,서울특별시 송파구 거여동,201910,43500,,
2889,서울특별시 송파구 문정동,201910,175000,,
2890,서울특별시 송파구 신천동,201910,162000,,
2891,서울특별시 송파구 송파동,201910,89000,,
2892,서울특별시 송파구 잠실동,201910,188500,,
2893,서울특별시 송파구 마천동,201910,59000,,
2894,서울특별시 송파구 문정동,201910,176750,,
2895,서울특별시 송파구 신천동,201910,82000,,
2896,서울특별시 송파구 신천동,201910,158000,,
2897,서울특별시 송파구 문정동,201910,138000,,
2898,서울특별시 송파구 방이동,201910,131000,,
2899,서울특별시 송파구 가락동,201910,76000,,
2900,서울특별시 송파구 문정동,201910,156000,,
2901,서울특별시 송파구 석촌동,201910,124500,,
2902,서울특별시 송파구 잠실동,201910,149200,,
2903,서울특별시 송파구 잠실동,201910,298000,,
2904,서울특별시 송파구 가락동,201910,107000,,
2905,서울특별시 송파구 석촌동,201910,90000,,
2906,서울특별시 송파구 문정동,201910,94900,,
2907,서울특별시 송파구 가락동,201910,85000,,
2908,서울특별시 송파구 잠실동,201910,195000,,
2909,서울특별시 송파구 장지동,201910,97500,,
2910,서울특별시 송파구 오금동,201910,101500,,
2911,서울특별시 송파구 마천동,201910,74700,,
2912,서울특별시 송파구 송파동,201910,133000,,
2913,서울특별시 송파구 장지동,201910,128000,,
2914,서울특별시 송파구 송파동,201910,160000,,
2915,서울특별시 송파구 가락동,201910,103000,,
2916,서울특별시 송파구 장지동,201910,115000,,
2917,서울특별시 송파구 신천동,201910,68300,,
2918,서울특별시 송파구 문정동,201910,154500,,
2919,서울특별시 송파구 가락동,201910,88000,,
2920,서울특별시 송파구 잠실동,201910,190000,,
2921,서울특별시 송파구 잠실동,201910,187500,,
2922,서울특별시 송파구 오금동,201910,135000,,
2923,서울특별시 송파구 송파동,201910,100800,,
2924,서울특별시 송파구 문정동,201910,76500,,
2925,서울특별시 송파구 잠실동,201910,202000,,
2926,서울특별시 송파구 잠실동,201910,158000,,
2927,서울특별시 송파구 풍납동,201910,72500,,
2928,서울특별시 송파구 송파동,201910,85000,,
2929,서울특별시 송파구 가락동,201910,97500,,
2930,서울특별시 송파구 방이동,201910,92500,,
2931,서울특별시 송파구 장지동,201910,98000,,
2932,서울특별시 송파구 장지동,201910,132500,,
2933,서울특별시 송파구 풍납동,201910,67500,,
2934,서울특별시 송파구 오금동,201910,51000,,
2935,서울특별시 송파구 가락동,201910,86500,,
2936,서울특별시 송파구 가락동,201910,77000,,
2937,서울특별시 송파구 가락동,201910,87500,,
2938,서울특별시 송파구 가락동,201910,46700,,
2939,서울특별시 송파구 잠실동,201910,192500,,
2940,서울특별시 송파구 거여동,201910,59000,,
2941,서울특별시 송파구 문정동,201910,163000,,
2942,서울특별시 송파구 송파동,201910,107000,,
2943,서울특별시 송파구 신천동,201910,198000,,
2944,서울특별시 송파구 신천동,201910,144000,,
2945,서울특별시 송파구 풍납동,201910,99000,,
2946,서울특별시 송파구 오금동,201910,94000,,
2947,서울특별시 송파구 마천동,201910,75700,,
2948,서울특별시 송파구 송파동,201910,110000,,
2949,서울특별시 송파구 오금동,201910,123000,,
2950,서울특별시 송파구 잠실동,201910,186000,,
2951,서울특별시 송파구 가락동,201910,125000,,
2952,서울특별시 송파구 장지동,201910,102000,,
2953,서울특별시 송파구 장지동,201910,129500,,
2954,서울특별시 송파구 거여동,201910,46000,,
2955,서울특별시 송파구 거여동,201910,60000,,
2956,서울특별시 송파구 풍납동,201910,65000,,
2957,서울특별시 송파구 방이동,201910,39700,,
2958,서울특별시 송파구 문정동,201910,90000,,
2959,서울특별시 송파구 장지동,201910,129000,,
2960,서울특별시 송파구 장지동,201910,98000,,
2961,서울특별시 송파구 풍납동,201910,94500,,
2962,서울특별시 송파구 잠실동,201910,201000,,
2963,서울특별시 송파구 장지동,201910,124000,,
2964,서울특별시 송파구 가락동,201910,130000,,
2965,서울특별시 송파구 가락동,201910,90000,,
2966,서울특별시 송파구 신천동,201910,160000,,
2967,서울특별시 송파구 잠실동,201910,156000,,
2968,서울특별시 송파구 장지동,201910,95000,,
2969,서울특별시 송파구 신천동,201910,224000,,
2970,서울특별시 송파구 가락동,201910,84800,,
2971,서울특별시 송파구 잠실동,201910,145000,,
2972,서울특별시 송파구 송파동,201910,90000,,
2973,서울특별시 송파구 신천동,201910,160000,,
2974,서울특별시 송파구 장지동,201910,94500,,
2975,서울특별시 송파구 신천동,201910,159000,,
2976,서울특별시 송파구 신천동,201910,220000,,
2977,서울특별시 송파구 송파동,201910,95500,,
2978,서울특별시 송파구 장지동,201910,99000,,
2979,서울특별시 송파구 석촌동,201910,103800,,
2980,서울특별시 송파구 잠실동,201910,195000,,
2981,서울특별시 송파구 오금동,201910,88500,,
2982,서울특별시 송파구 오금동,201910,120000,,
2983,서울특별시 송파구 신천동,201910,197800,,
2984,서울특별시 송파구 가락동,201910,67900,,
2985,서울특별시 송파구 잠실동,201910,267000,,
2986,서울특별시 송파구 가락동,201910,126700,,
2987,서울특별시 송파구 오금동,201910,60000,,
2988,서울특별시 송파구 장지동,201910,138000,,
2989,서울특별시 송파구 송파동,201910,69700,,
2990,서울특별시 송파구 장지동,201910,98000,,
2991,서울특별시 송파구 장지동,201910,93500,,
2992,서울특별시 송파구 문정동,201910,123000,,
2993,서울특별시 송파구 장지동,201910,103000,,
2994,서울특별시 송파구 송파동,201910,96000,,
2995,서울특별시 송파구 잠실동,201910,224425,,
2996,서울특별시 송파구 가락동,201910,83500,,
2997,서울특별시 송파구 문정동,201910,123000,,
2998,서울특별시 송파구 장지동,201910,139900,,
2999,서울특별시 송파구 문정동,201910,92000,,
3000,서울특별시 송파구 장지동,201910,106000,,
3001,서울특별시 송파구 가락동,201910,135000,,
3002,서울특별시 송파구 신천동,201910,132000,,
3003,서울특별시 송파구 오금동,201910,106500,,
3004,서울특별시 송파구 장지동,201910,98000,,
3005,서울특별시 송파구 장지동,201910,86000,,
3006,서울특별시 송파구 장지동,201910,94000,,
3007,서울특별시 송파구 오금동,201910,71800,,
3008,서울특별시 송파구 오금동,201910,125000,,
3009,서울특별시 송파구 가락동,201910,117500,,
3010,서울특별시 송파구 신천동,201910,158000,,
3011,서울특별시 송파구 장지동,201910,98000,,
3012,서울특별시 송파구 장지동,201910,99000,,
3013,서울특별시 송파구 가락동,201910,89500,,
3014,서울특별시 송파구 장지동,201910,119000,,
3015,서울특별시 송파구 거여동,201910,51000,,
3016,서울특별시 송파구 마천동,201910,74000,,
3017,서울특별시 송파구 잠실동,201910,228000,,
3018,서울특별시 송파구 문정동,201910,58500,,
3019,서울특별시 송파구 거여동,201910,64000,,
3020,서울특별시 송파구 신천동,201910,164000,,
3021,서울특별시 송파구 장지동,201910,100000,,
3022,서울특별시 송파구 송파동,201910,112000,,
3023,서울특별시 송파구 장지동,201910,85000,,
3024,서울특별시 송파구 잠실동,201910,157000,,
3025,서울특별시 송파구 잠실동,201910,177000,,
3026,서울특별시 송파구 잠실동,201910,197000,,
3027,서울특별시 송파구 잠실동,201910,179000,,
3028,서울특별시 송파구 방이동,201910,255000,,
3029,서울특별시 송파구 거여동,201910,57500,,
3030,서울특별시 송파구 문정동,201910,129500,,
3031,서울특별시 송파구 장지동,201910,128000,,
3032,서울특별시 송파구 거여동,201910,71800,,
3033,서울특별시 송파구 잠실동,201910,185000,,
3034,서울특별시 송파구 문정동,201910,178000,,
3035,서울특별시 송파구 장지동,201910,98000,,
3036,서울특별시 송파구 잠실동,201910,192000,,
3037,서울특별시 송파구 장지동,201910,94500,,
3038,서울특별시 송파구 문정동,201910,115000,,
3039,서울특별시 송파구 잠실동,201910,165000,,
3040,서울특별시 송파구 오금동,201910,71000,,
3041,서울특별시 송파구 방이동,201910,177700,,
3042,서울특별시 송파구 풍납동,201910,94000,,
3043,서울특별시 송파구 가락동,201910,86500,,
3044,서울특별시 송파구 풍납동,201910,58500,,
3045,서울특별시 송파구 잠실동,201910,152500,,
3046,서울특별시 송파구 장지동,201910,74400,,
3047,서울특별시 송파구 방이동,201910,132000,,
3048,서울특별시 송파구 문정동,201910,47000,,
3049,서울특별시 송파구 문정동,201910,99500,,
3050,서울특별시 송파구 잠실동,201910,184000,,
3051,서울특별시 송파구 오금동,201910,149500,,
3052,서울특별시 송파구 방이동,201910,212000,,
3053,서울특별시 송파구 방이동,201910,59500,,
3054,서울특별시 송파구 문정동,201910,119500,,
3055,서울특별시 송파구 문정동,201910,167000,,
3056,서울특별시 송파구 방이동,201910,173500,,
3057,서울특별시 송파구 잠실동,201910,177000,,
3058,서울특별시 송파구 문정동,201910,120500,,
3059,서울특별시 송파구 장지동,201910,94000,,
3060,서울특별시 송파구 장지동,201910,92000,,
